market,submarket,channel block,licensee,contact,lower freq,upper freq,grant date,effective date,cancellation date,buildout deadline 1,buildout deadline 2,notification 1,notification 2,license link,app link,app type
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198469,"NT
          - Required Notification


          
          	(1)"
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198469,"NT
          - Required Notification


          
          	(1)"
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9680374,"MD
          - Modification"
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9680374,"MD
          - Modification"
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013124,"TC
          - Transfer of Control"
"BEA022 
                  -                  
                    Fayetteville, NC",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453600,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013124,"TC
          - Transfer of Control"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14976469,"EX
          - Request for Extension of Time"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14976469,"EX
          - Request for Extension of Time"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14120479,"RO
          - Renewal Only"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14120479,"RO
          - Renewal Only"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637150,"EX
          - Request for Extension of Time"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637150,"EX
          - Request for Extension of Time"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198302,"NT
          - Required Notification


          
          	(1)"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198302,"NT
          - Required Notification


          
          	(1)"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681569,"MD
          - Modification"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681569,"MD
          - Modification"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681068,"AU
          - Administrative Update"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681068,"AU
          - Administrative Update"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA039 
                  -                  
                    Columbus, GA-AL",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW. Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/21/2023,11/21/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453635,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14976509,"EX
          - Request for Extension of Time"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14976509,"EX
          - Request for Extension of Time"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14480915,"TC
          - Transfer of Control"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14122467,"RO
          - Renewal Only"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=14122467,"RO
          - Renewal Only"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637204,"EX
          - Request for Extension of Time"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=11637204,"EX
          - Request for Extension of Time"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10610398,"AM
          - Amendment"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10547747,"AA
          - Assignment of Authorization"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198356,"NT
          - Required Notification


          
          	(1)"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=10198356,"NT
          - Required Notification


          
          	(1)"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9682165,"MD
          - Modification"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9682165,"MD
          - Modification"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681213,"AU
          - Administrative Update"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9681213,"AU
          - Administrative Update"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2010.0,2020.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA093 
                  -                  
                    Joplin, MO-KS-OK",0,B,"DBSD Corporation
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW, Suite 450
Washington, D.C., DC
20005",2190.0,2200.0,11/24/2023,11/24/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp?licKey=3453743,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=9013198,"AA
          - Assignment of Authorization"
"BEA030 
                  -                  
                    Orlando, FL",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2000.0,2010.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453616,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15144798,"NT
          - Required Notification


          
          	(2)"
"BEA030 
                  -                  
                    Orlando, FL",0,A,"Gamma Acquisition L.L.C
P.O. Box 6663
Englewood, CO
80155

ATTN General Counsel","DISH Wireless
Alison
Minea 

1110 Vermont Ave., NW Suite 450
Washington, DC
20005",2180.0,2190.0,11/27/2023,11/27/2023,"",03/07/2017,06/14/2025,03/07/2017,"",https://wireless2.fcc.gov/UlsApp/UlsSearch/license.jsp;JSESSIONID_ULSSEARCH=mzAGcyfSBXKAnfEJcEWYIPF7qYN1asq7OilUCZA2YIA4DiXgI7wW!1649010833!880290370?licKey=3453616,https://wireless2.fcc.gov/UlsApp/ApplicationSearch/applMain.jsp?applID=15144798,"NT
          - Required Notification


          
          	(2)"
